,COUNTY,STATE,ABBREVIATION,CITY,AIRPORT CODE
2058,coshocton,ohio,oh,coshocton,KZZV
2059,crawford,ohio,oh,bucyrus,KMNN
2060,cuyahoga,ohio,oh,cleveland,KBKL
2061,darke,ohio,oh,greenville,KVES
2062,defiance,ohio,oh,defiance,KDFI
2063,delaware,ohio,oh,delaware,KDLZ
2064,erie,ohio,oh,sandusky,KLPR
2065,fairfield,ohio,oh,lancaster,KLHQ
2066,fayette,ohio,oh,washington-court-house,KILN
2067,franklin,ohio,oh,columbus,KOSU
2068,fulton,ohio,oh,wauseon,KUSE
2069,gallia,ohio,oh,gallipolis,K3I2
2070,geauga,ohio,oh,chardon,KCGF
2071,greene,ohio,oh,xenia,KFFO
2072,guernsey,ohio,oh,cambridge,KZZV
2073,hamilton,ohio,oh,cincinnati,KLUK
2074,hancock,ohio,oh,findlay,KFDY
2075,hardin,ohio,oh,kenton,KEDJ
2076,harrison,ohio,oh,cadiz,
2077,henry,ohio,oh,napoleon,KUSE
2078,highland,ohio,oh,hillsboro,KILN
2079,hocking,ohio,oh,logan,KLHQ
2080,holmes,ohio,oh,millersburg,KBJJ
2081,huron,ohio,oh,norwalk,KLPR
2082,jackson,ohio,oh,jackson,KUNI
2083,jefferson,ohio,oh,steubenville,KHLG
2084,knox,ohio,oh,mount-vernon,K4I3
2085,lake,ohio,oh,painesville,KCGF
2086,lawrence,ohio,oh,ironton,KHTS
2087,licking,ohio,oh,newark,KVTA
2088,logan,ohio,oh,bellefontaine,KEDJ
2089,lorain,ohio,oh,elyria,KLPR
2090,lucas,ohio,oh,toledo,KTDZ
2091,madison,ohio,oh,london,KTZR
2092,mahoning,ohio,oh,youngstown,KYNG
2093,marion,ohio,oh,marion,KMNN
2094,medina,ohio,oh,medina,KCLE
2095,meigs,ohio,oh,pomeroy,K3I2
2096,mercer,ohio,oh,celina,KVES
2097,miami,ohio,oh,troy,KDAY
2098,monroe,ohio,oh,woodsfield,KPKB
2099,montgomery,ohio,oh,dayton,KFFO
2100,morgan,ohio,oh,mcconnelsville,KZZV
2101,morrow,ohio,oh,mount-gilead,KMNN
2102,muskingum,ohio,oh,zanesville,KZZV
2103,noble,ohio,oh,caldwell,KZZV
2104,ottawa,ohio,oh,port-clinton,KTDZ
2105,paulding,ohio,oh,paulding,KDFI
2106,perry,ohio,oh,new-lexington,KZZV
2107,pickaway,ohio,oh,circleville,KLCK
2108,pike,ohio,oh,waverly,KUNI
2109,portage,ohio,oh,ravenna,KPOV
2110,preble,ohio,oh,eaton,KMGY
2111,putnam,ohio,oh,ottawa,KFDY
2112,richland,ohio,oh,mansfield,KMFD
2113,ross,ohio,oh,chillicothe,KLCK
2114,sandusky,ohio,oh,fremont,KTDZ
2115,scioto,ohio,oh,,
2116,seneca,ohio,oh,tiffin,KFDY
2117,shelby,ohio,oh,sidney,KEDJ
2118,stark,ohio,oh,canton,KCAK
2119,summit,ohio,oh,akron,KAKR
2120,trumbull,ohio,oh,warren,KYNG
2121,tuscarawas,ohio,oh,new-philadelphia,KPHD
2122,union,ohio,oh,marysville,KMRT
2123,van wert,ohio,oh,van-wert,KAOH
2124,vinton,ohio,oh,mcarthur,KUNI
2125,warren,ohio,oh,lebanon,KMGY
2126,washington,ohio,oh,marietta,KPKB
2127,wayne,ohio,oh,wooster,KBJJ
2128,williams,ohio,oh,bryan,KDFI
2129,wood,ohio,oh,bowling-green,KTDZ
2130,wyandot,ohio,oh,upper-sandusky,KMNN
2131,adair,oklahoma,ok,stilwell,KTQH
2132,alfalfa,oklahoma,ok,cherokee,KAVK
2133,atoka,oklahoma,ok,atoka,KAQR
2134,beaver,oklahoma,ok,beaver,
2135,beckham,oklahoma,ok,sayre,
2136,blaine,oklahoma,ok,watonga,KJWG
2137,bryan,oklahoma,ok,durant,KGYI
2138,caddo,oklahoma,ok,anadarko,KCHK
2139,canadian,oklahoma,ok,el-reno,KRQO
2140,carter,oklahoma,ok,ardmore,K1F0
2141,cherokee,oklahoma,ok,tahlequah,KTQH
2142,choctaw,oklahoma,ok,hugo,KHHW
2143,cimarron,oklahoma,ok,boise-city,KCAO
2144,cleveland,oklahoma,ok,norman,KOUN
2145,coal,oklahoma,ok,coalgate,KAQR
2146,comanche,oklahoma,ok,lawton,
2147,cotton,oklahoma,ok,walters,
2148,craig,oklahoma,ok,vinita,KGMJ
2149,creek,oklahoma,ok,sapulpa,KRVS
2150,custer,oklahoma,ok,,
2151,delaware,oklahoma,ok,jay,KGMJ
2152,dewey,oklahoma,ok,taloga,KJWG
2153,ellis,oklahoma,ok,arnett,
2154,garfield,oklahoma,ok,enid,KWDG
2155,garvin,oklahoma,ok,pauls-valley,KPVJ
2156,grady,oklahoma,ok,chickasha,KCHK
2157,grant,oklahoma,ok,medford,KBKN
2158,greer,oklahoma,ok,mangum,KAXS
2159,harmon,oklahoma,ok,hollis,KCDS
2160,harper,oklahoma,ok,buffalo,KWWR
2161,haskell,oklahoma,ok,stigler,KGZL
2162,hughes,oklahoma,ok,holdenville,KADH
2163,jackson,oklahoma,ok,altus,KLTS
2164,jefferson,oklahoma,ok,waurika,KDUC
2165,johnston,oklahoma,ok,tishomingo,KADM
2166,kay,oklahoma,ok,newkirk,
2167,kingfisher,oklahoma,ok,kingfisher,KRQO
2168,kiowa,oklahoma,ok,hobart,KHBR
2169,latimer,oklahoma,ok,wilburton,KMLC
2170,le flore,oklahoma,ok,poteau,KRKR
2171,lincoln,oklahoma,ok,chandler,KCQB
2172,logan,oklahoma,ok,guthrie,KGOK
2173,love,oklahoma,ok,marietta,K1F0
2174,mcclain,oklahoma,ok,purcell,KOUN
2175,mccurtain,oklahoma,ok,idabel,K4O4
2176,mcintosh,oklahoma,ok,eufaula,KGZL
2177,major,oklahoma,ok,fairview,KJWG
2178,marshall,oklahoma,ok,madill,KADM
2179,mayes,oklahoma,ok,pryor-creek,KBIL
2180,murray,oklahoma,ok,sulphur,KADM
2181,muskogee,oklahoma,ok,muskogee,KMKO
2182,noble,oklahoma,ok,perry,KSWO
2183,nowata,oklahoma,ok,nowata,KBVO
2184,okfuskee,oklahoma,ok,okemah,KOKM
2185,oklahoma,oklahoma,ok,oklahoma-city,KOKC
2186,okmulgee,oklahoma,ok,okmulgee,KOKM
2187,osage,oklahoma,ok,pawhuska,KBVO
2188,ottawa,oklahoma,ok,miami,KGMJ
2189,pawnee,oklahoma,ok,pawnee,KSWO
2190,payne,oklahoma,ok,stillwater,KSWO
2191,pittsburg,oklahoma,ok,,
2192,pontotoc,oklahoma,ok,ada,KADH
2193,pottawatomie,oklahoma,ok,shawnee,KSNL
2194,pushmataha,oklahoma,ok,antlers,KHHW
2195,roger mills,oklahoma,ok,cheyenne,
2196,rogers,oklahoma,ok,claremore,KGCM
2197,seminole,oklahoma,ok,wewoka,KADH
2198,sequoyah,oklahoma,ok,sallisaw,KJSV
2199,stephens,oklahoma,ok,duncan,KDUC
2200,texas,oklahoma,ok,guymon,KGUY
2201,tillman,oklahoma,ok,frederick,
2202,tulsa,oklahoma,ok,tulsa,KTUL
2203,wagoner,oklahoma,ok,wagoner,KMKO
2204,washington,oklahoma,ok,bartlesville,KBVO
2205,washita,oklahoma,ok,new-cordell,KNEW
2206,woods,oklahoma,ok,alva,KAVK
2207,woodward,oklahoma,ok,woodward,KWWR
2208,baker,oregon,or,baker-city,KBKE
2209,benton,oregon,or,corvallis,KCVO
2210,clackamas,oregon,or,oregon-city,KUAO
2211,clatsop,oregon,or,astoria,KAST
2212,columbia,oregon,or,st.-helens,KSPB
2213,coos,oregon,or,coquille,KOTH
2214,crook,oregon,or,prineville,KRDM
2215,curry,oregon,or,,
2216,deschutes,oregon,or,bend,KBDN
2217,douglas,oregon,or,roseburg,KRBG
2218,gilliam,oregon,or,condon,KPDT
2219,grant,oregon,or,,
2220,harney,oregon,or,burns,KBNO
2221,hood river,oregon,or,,
2222,jackson,oregon,or,medford,KMFR
2223,jefferson,oregon,or,madras,KRDM
2224,josephine,oregon,or,grants-pass,KMFR
2225,klamath,oregon,or,,
2226,lake,oregon,or,lakeview,KLKV
2227,lane,oregon,or,eugene,KEUG
2228,lincoln,oregon,or,newport,KONP
2229,linn,oregon,or,albany,KCVO
2230,malheur,oregon,or,vale,KONO
2231,marion,oregon,or,salem,KSLE
2232,morrow,oregon,or,heppner,KHRI
2233,multnomah,oregon,or,portland,KPDX
2234,polk,oregon,or,dallas,KSLE
2235,sherman,oregon,or,moro,KDLS
2236,tillamook,oregon,or,,
2237,umatilla,oregon,or,pendleton,KPDT
2238,union,oregon,or,la-grande,KLGD
2239,wallowa,oregon,or,enterprise,KLGD
2240,wasco,oregon,or,the-dalles,KDLS
2241,washington,oregon,or,hillsboro,KHIO
2242,wheeler,oregon,or,fossil,KRDM
2243,yamhill,oregon,or,mcminnville,KMMV
2244,adams,pennsylvania,pa,gettysburg,KRYT
2245,allegheny,pennsylvania,pa,pittsburgh,KAGC
2246,armstrong,pennsylvania,pa,kittanning,KBTP
2247,beaver,pennsylvania,pa,beaver,KBVI
2248,bedford,pennsylvania,pa,bedford,KHMZ
2249,berks,pennsylvania,pa,reading,KRDG
2250,blair,pennsylvania,pa,hollidaysburg,KAOO
2251,bradford,pennsylvania,pa,towanda,KELM
2252,bucks,pennsylvania,pa,doylestown,KDYL
2253,butler,pennsylvania,pa,butler,KBTP
2254,cambria,pennsylvania,pa,ebensburg,KJST
2255,cameron,pennsylvania,pa,emporium,KBFD
2256,carbon,pennsylvania,pa,jim-thorpe,KABE
2257,centre,pennsylvania,pa,bellefonte,KUNV
2258,chester,pennsylvania,pa,west-chester,KMQS
2259,clarion,pennsylvania,pa,clarion,KDUJ
2260,clearfield,pennsylvania,pa,clearfield,KFIG
2261,clinton,pennsylvania,pa,lock-haven,KIPT
2262,columbia,pennsylvania,pa,bloomsburg,KSEG
2263,crawford,pennsylvania,pa,meadville,KGKJ
2264,cumberland,pennsylvania,pa,carlisle,KCXY
2265,dauphin,pennsylvania,pa,harrisburg,KCXY
2266,delaware,pennsylvania,pa,media,KPHL
2267,elk,pennsylvania,pa,ridgway,KDUJ
2268,erie,pennsylvania,pa,erie,KERI
2269,fayette,pennsylvania,pa,uniontown,KMGW
2270,forest,pennsylvania,pa,tionesta,KFKL
2271,franklin,pennsylvania,pa,chambersburg,KHGR
2272,fulton,pennsylvania,pa,mcconnellsburg,KHGR
2273,greene,pennsylvania,pa,waynesburg,KMGW
2274,huntingdon,pennsylvania,pa,huntingdon,KAOO
2275,indiana,pennsylvania,pa,indiana,KIDI
2276,jefferson,pennsylvania,pa,brookville,KDUJ
2277,juniata,pennsylvania,pa,mifflintown,KUNV
2278,lackawanna,pennsylvania,pa,scranton,KAVP
2279,lancaster,pennsylvania,pa,lancaster,KLNS
2280,lawrence,pennsylvania,pa,new-castle,KUCP
2281,lebanon,pennsylvania,pa,lebanon,KMUI
2282,lehigh,pennsylvania,pa,allentown,KXLL
2283,luzerne,pennsylvania,pa,wilkes-barre,KAVP
2284,lycoming,pennsylvania,pa,williamsport,KIPT
2285,mckean,pennsylvania,pa,smethport,KBFD
2286,mercer,pennsylvania,pa,mercer,KUCP
2287,mifflin,pennsylvania,pa,lewistown,KUNV
2288,monroe,pennsylvania,pa,stroudsburg,KMPO
2289,montgomery,pennsylvania,pa,norristown,KLOM
2290,montour,pennsylvania,pa,danville,KSEG
2291,northampton,pennsylvania,pa,easton,KABE
2292,northumberland,pennsylvania,pa,sunbury,KSEG
2293,perry,pennsylvania,pa,new-bloomfield,KCXY
2294,philadelphia,pennsylvania,pa,,
2295,pike,pennsylvania,pa,milford,KFWN
2296,potter,pennsylvania,pa,coudersport,KELZ
2297,schuylkill,pennsylvania,pa,pottsville,KRDG
2298,snyder,pennsylvania,pa,middleburg,KSEG
2299,somerset,pennsylvania,pa,somerset,KLBE
2300,sullivan,pennsylvania,pa,laporte,KIPT
2301,susquehanna,pennsylvania,pa,montrose,KBGM
2302,tioga,pennsylvania,pa,wellsboro,KELM
2303,union,pennsylvania,pa,lewisburg,KSEG
2304,venango,pennsylvania,pa,franklin,KFKL
2305,warren,pennsylvania,pa,warren,KJHW
2306,washington,pennsylvania,pa,washington,KAGC
2307,wayne,pennsylvania,pa,honesdale,KMSV
2308,westmoreland,pennsylvania,pa,greensburg,KLBE
2309,wyoming,pennsylvania,pa,tunkhannock,KAVP
2310,york,pennsylvania,pa,york,KTHV
2311,bristol,rhode island,ri,bristol,KPVD
2312,kent,rhode island,ri,east-greenwich,KPVD
2313,newport,rhode island,ri,,
2314,providence,rhode island,ri,providence,KPVD
2315,washington,rhode island,ri,south-kingstown,
2316,abbeville,south carolina,sc,abbeville,KGRD
2317,aiken,south carolina,sc,aiken,KAIK
2318,allendale,south carolina,sc,allendale,KJYL
2319,anderson,south carolina,sc,anderson,KAND
2320,bamberg,south carolina,sc,bamberg,KOGB
2321,barnwell,south carolina,sc,barnwell,KOGB
2322,beaufort,south carolina,sc,beaufort,KARW
2323,berkeley,south carolina,sc,,
2324,calhoun,south carolina,sc,st.-matthews,KOGB
2325,charleston,south carolina,sc,,
2326,cherokee,south carolina,sc,gaffney,KEHO
2327,chester,south carolina,sc,chester,KDCM
2328,chesterfield,south carolina,sc,chesterfield,KCQW
2329,clarendon,south carolina,sc,manning,KCKI
2330,colleton,south carolina,sc,walterboro,KRBW
2331,darlington,south carolina,sc,darlington,KUDG
2332,dillon,south carolina,sc,dillon,KMAO
2333,dorchester,south carolina,sc,st.-george,
2334,edgefield,south carolina,sc,edgefield,KAIK
2335,fairfield,south carolina,sc,winnsboro,KFDW
2336,florence,south carolina,sc,florence,KFLO
2337,georgetown,south carolina,sc,georgetown,KGGE
2338,greenville,south carolina,sc,greenville,KGMU
2339,greenwood,south carolina,sc,greenwood,KGRD
2340,hampton,south carolina,sc,hampton,KRBW
2341,horry,south carolina,sc,conway,KHYW
2342,jasper,south carolina,sc,ridgeland,KNBC
2343,kershaw,south carolina,sc,camden,KCDN
2344,lancaster,south carolina,sc,lancaster,KEQY
2345,laurens,south carolina,sc,laurens,KLUX
2346,lee,south carolina,sc,bishopville,KHVS
2347,lexington,south carolina,sc,lexington,KCAE
2348,mccormick,south carolina,sc,mccormick,KGRD
2349,marion,south carolina,sc,marion,KMAO
2350,marlboro,south carolina,sc,bennettsville,KBBP
2351,newberry,south carolina,sc,newberry,KEOE
2352,oconee,south carolina,sc,walhalla,KCEU
2353,orangeburg,south carolina,sc,orangeburg,KOGB
2354,pickens,south carolina,sc,pickens,KLQK
2355,richland,south carolina,sc,columbia,KCUB
2356,saluda,south carolina,sc,saluda,KEOE
2357,spartanburg,south carolina,sc,,
2358,sumter,south carolina,sc,sumter,KSMS
2359,union,south carolina,sc,,
2360,williamsburg,south carolina,sc,kingstree,KCKI
2361,york,south carolina,sc,york,KDCM
2362,aurora,south dakota,sd,plankinton,KMHE
2363,beadle,south dakota,sd,huron,KHON
2364,bennett,south dakota,sd,martin,KIEN
2365,bon homme,south dakota,sd,tyndall,KYKN
2366,brookings,south dakota,sd,brookings,KBKX
2367,brown,south dakota,sd,aberdeen,KABR
2368,brule,south dakota,sd,chamberlain,K9V9
2369,buffalo,south dakota,sd,gann-valley,K9V9
2370,butte,south dakota,sd,belle-fourche,KSPF
2371,campbell,south dakota,sd,mound-city,KMBG
2372,charles mix,south dakota,sd,lake-andes,KONL
2373,clark,south dakota,sd,clark,KATY
2374,clay,south dakota,sd,vermillion,KYKN
2375,codington,south dakota,sd,watertown,KATY
2376,corson,south dakota,sd,mcintosh,KMBG
2377,custer,south dakota,sd,,
2378,davison,south dakota,sd,mitchell,KMHE
2379,day,south dakota,sd,webster,KATY
2380,deuel,south dakota,sd,clear-lake,KCNB
2381,dewey,south dakota,sd,timber-lake,KMBG
2382,douglas,south dakota,sd,armour,KMHE
2383,edmunds,south dakota,sd,ipswich,KABR
2384,fall river,south dakota,sd,hot-springs,KCDR
2385,faulk,south dakota,sd,faulkton,KABR
2386,grant,south dakota,sd,milbank,KVVV
2387,gregory,south dakota,sd,burke,KICR
2388,haakon,south dakota,sd,philip,KPHP
2389,hamlin,south dakota,sd,hayti,KATY
2390,hand,south dakota,sd,miller,KHON
2391,hanson,south dakota,sd,alexandria,KMHE
2392,harding,south dakota,sd,buffalo,KHEI
2393,hughes,south dakota,sd,pierre,KPIR
2394,hutchinson,south dakota,sd,olivet,KYKN
2395,hyde,south dakota,sd,highmore,KPIR
2396,jackson,south dakota,sd,kadoka,KPHP
2397,jerauld,south dakota,sd,wessington-springs,KHON
2398,jones,south dakota,sd,murdo,KPIR
2399,kingsbury,south dakota,sd,de-smet,KHON
2400,lake,south dakota,sd,madison,KMDS
2401,lawrence,south dakota,sd,deadwood,KSPF
2402,lincoln,south dakota,sd,canton,KFSD
2403,lyman,south dakota,sd,kennebec,K9V9
2404,mccook,south dakota,sd,salem,KMDS
2405,mcpherson,south dakota,sd,leola,KABR
2406,marshall,south dakota,sd,britton,KGWR
2407,meade,south dakota,sd,sturgis,KSPF
2408,mellette,south dakota,sd,white-river,KICR
2409,miner,south dakota,sd,howard,KMDS
2410,minnehaha,south dakota,sd,sioux-falls,KFSD
2411,moody,south dakota,sd,flandreau,KPQN
2412,oglala lakota,south dakota,sd,hot-springs,KCDR
2413,pennington,south dakota,sd,rapid-city,KRAP
2414,perkins,south dakota,sd,bison,KHEI
2415,potter,south dakota,sd,gettysburg,KMBG
2416,roberts,south dakota,sd,sisseton,KETH
2417,sanborn,south dakota,sd,woonsocket,KMHE
2418,spink,south dakota,sd,redfield,KHON
2419,stanley,south dakota,sd,fort-pierre,KPIR
2420,sully,south dakota,sd,onida,KPIR
2421,todd,south dakota,sd,winner,KICR
2422,tripp,south dakota,sd,winner,KICR
2423,turner,south dakota,sd,parker,KFSD
2424,union,south dakota,sd,elk-point,KSUX
2425,walworth,south dakota,sd,selby,KMBG
2426,yankton,south dakota,sd,yankton,KYKN
2427,ziebach,south dakota,sd,dupree,KMBG
2428,anderson,tennessee,tn,clinton,KOQT
2429,bedford,tennessee,tn,shelbyville,KTHA
2430,benton,tennessee,tn,camden,KCEY
2431,bledsoe,tennessee,tn,pikeville,KCSV
2432,blount,tennessee,tn,maryville,KTYS
2433,bradley,tennessee,tn,cleveland,KRZR
2434,campbell,tennessee,tn,jacksboro,KOQT
2435,cannon,tennessee,tn,woodbury,KMQY
2436,carroll,tennessee,tn,huntingdon,KMKL
2437,carter,tennessee,tn,elizabethton,K0A9
2438,cheatham,tennessee,tn,ashland-city,KBNA
2439,chester,tennessee,tn,henderson,KMKL
2440,claiborne,tennessee,tn,tazewell,K1A6
2441,clay,tennessee,tn,celina,KSRB
2442,cocke,tennessee,tn,newport,KTYS
2443,coffee,tennessee,tn,manchester,KTHA
2444,crockett,tennessee,tn,alamo,KMKL
2445,cumberland,tennessee,tn,crossville,KCSV
2446,davidson,tennessee,tn,nashville,KBNA
2447,decatur,tennessee,tn,decaturville,KMKL
2448,dekalb,tennessee,tn,smithville,KSRB
2449,dickson,tennessee,tn,charlotte,KHOP
2450,dyer,tennessee,tn,dyersburg,KDYR
2451,fayette,tennessee,tn,somerville,KNQA
2452,fentress,tennessee,tn,jamestown,KCSV
2453,franklin,tennessee,tn,winchester,KBGF
2454,gibson,tennessee,tn,trenton,KMKL
2455,giles,tennessee,tn,pulaski,KMRC
2456,grainger,tennessee,tn,rutledge,K1A6
2457,greene,tennessee,tn,greeneville,KTRI
2458,grundy,tennessee,tn,altamont,KBGF
2459,hamblen,tennessee,tn,morristown,K0VG
2460,hamilton,tennessee,tn,chattanooga,KCHA
2461,hancock,tennessee,tn,sneedville,K0VG
2462,hardeman,tennessee,tn,bolivar,KMKL
2463,hardin,tennessee,tn,savannah,KMKL
2464,hawkins,tennessee,tn,rogersville,K0VG
2465,haywood,tennessee,tn,brownsville,KMKL
2466,henderson,tennessee,tn,lexington,KMKL
2467,henry,tennessee,tn,paris,KCEY
2468,hickman,tennessee,tn,centerville,KMRC
2469,houston,tennessee,tn,erin,KHOP
2470,humphreys,tennessee,tn,waverly,KHOP
2471,jackson,tennessee,tn,gainesboro,KSRB
2472,jefferson,tennessee,tn,dandridge,KTYS
2473,johnson,tennessee,tn,mountain-city,KTNB
2474,knox,tennessee,tn,knoxville,KTYS
2475,lake,tennessee,tn,tiptonville,KDYR
2476,lauderdale,tennessee,tn,ripley,KDYR
2477,lawrence,tennessee,tn,lawrenceburg,KMRC
2478,lewis,tennessee,tn,hohenwald,KMRC
2479,lincoln,tennessee,tn,fayetteville,KMDQ
2480,loudon,tennessee,tn,loudon,KTYS
2481,mcminn,tennessee,tn,athens,KMMI
2482,mcnairy,tennessee,tn,selmer,KMKL
2483,macon,tennessee,tn,lafayette,KGLW
2484,madison,tennessee,tn,jackson,KMKL
2485,marion,tennessee,tn,jasper,KCHA
2486,marshall,tennessee,tn,lewisburg,KMRC
2487,maury,tennessee,tn,columbia,KMRC
2488,meigs,tennessee,tn,decatur,KMMI
2489,monroe,tennessee,tn,madisonville,KMMI
2490,montgomery,tennessee,tn,clarksville,KHOP
2491,moore,tennessee,tn,lynchburg,KTHA
2492,morgan,tennessee,tn,wartburg,KOQT
2493,obion,tennessee,tn,union-city,KUCY
2494,overton,tennessee,tn,livingston,KSRB
2495,perry,tennessee,tn,linden,KMRC
2496,pickett,tennessee,tn,byrdstown,KSRB
2497,polk,tennessee,tn,benton,KRZR
2498,putnam,tennessee,tn,cookeville,KSRB
2499,rhea,tennessee,tn,dayton,KRZR
2500,roane,tennessee,tn,kingston,KOQT
2501,robertson,tennessee,tn,springfield,KBNA
2502,rutherford,tennessee,tn,murfreesboro,KMQY
2503,scott,tennessee,tn,huntsville,KOQT
2504,sequatchie,tennessee,tn,dunlap,KCHA
2505,sevier,tennessee,tn,sevierville,KTYS
2506,shelby,tennessee,tn,memphis,KMEM
2507,smith,tennessee,tn,carthage,KSRB
2508,stewart,tennessee,tn,dover,KHOP
2509,sullivan,tennessee,tn,blountville,KTRI
2510,sumner,tennessee,tn,gallatin,KBNA
2511,tipton,tennessee,tn,covington,KNQA
2512,trousdale,tennessee,tn,hartsville,KMQY
2513,unicoi,tennessee,tn,erwin,K0A9
2514,union,tennessee,tn,maynardville,K1A6
2515,van buren,tennessee,tn,spencer,KSRB
2516,warren,tennessee,tn,mcminnville,KSRB
2517,washington,tennessee,tn,jonesborough,KTRI
2518,wayne,tennessee,tn,waynesboro,KMRC
2519,weakley,tennessee,tn,dresden,KUCY
2520,white,tennessee,tn,sparta,KSRB
2521,williamson,tennessee,tn,franklin,KBNA
2522,wilson,tennessee,tn,lebanon,KMQY
2523,anderson,texas,tx,palestine,KPSN
2524,andrews,texas,tx,andrews,KE11
2525,angelina,texas,tx,lufkin,KLFK
2526,aransas,texas,tx,rockport,KRKP
2527,archer,texas,tx,archer-city,KCWC
2528,armstrong,texas,tx,claude,KPPA
2529,atascosa,texas,tx,jourdanton,KPEZ
2530,austin,texas,tx,bellville,K11R
2531,bailey,texas,tx,muleshoe,
2532,bandera,texas,tx,bandera,KERV
2533,bastrop,texas,tx,bastrop,KGYB
2534,baylor,texas,tx,seymour,KF05
2535,bee,texas,tx,beeville,KBEA
2536,bell,texas,tx,belton,KTPL
2537,bexar,texas,tx,san-antonio,KSAT
2538,blanco,texas,tx,johnson-city,KDZB
2539,borden,texas,tx,gail,KSNK
2540,bosque,texas,tx,meridian,KCPT
2541,bowie,texas,tx,boston,
2542,brazoria,texas,tx,angleton,KLBX
2543,brazos,texas,tx,bryan,KCLL
2544,brewster,texas,tx,alpine,KE38
2545,briscoe,texas,tx,silverton,KPVW
2546,brooks,texas,tx,falfurrias,KBKS
2547,brown,texas,tx,brownwood,KBWD
2548,burleson,texas,tx,caldwell,KRWV
2549,burnet,texas,tx,burnet,KBMQ
2550,caldwell,texas,tx,lockhart,KAUS
2551,calhoun,texas,tx,port-lavaca,KPKV
2552,callahan,texas,tx,baird,
2553,cameron,texas,tx,brownsville,KBRO
2554,camp,texas,tx,pittsburg,KOSA
2555,carson,texas,tx,panhandle,KBGD
2556,cass,texas,tx,linden,KASL
2557,castro,texas,tx,dimmitt,KHRX
2558,chambers,texas,tx,anahuac,KEFD
2559,cherokee,texas,tx,rusk,KJSO
2560,childress,texas,tx,childress,KCDS
2561,clay,texas,tx,henrietta,KCWC
2562,cochran,texas,tx,morton,
2563,coke,texas,tx,robert-lee,KSJT
2564,coleman,texas,tx,coleman,KCOM
2565,collin,texas,tx,mckinney,KTKI
2566,collingsworth,texas,tx,wellington,KCDS
2567,colorado,texas,tx,columbus,K3T5
2568,comal,texas,tx,new-braunfels,KBAZ
2569,comanche,texas,tx,comanche,KMKN
2570,concho,texas,tx,paint-rock,KSJT
2571,cooke,texas,tx,,
2572,coryell,texas,tx,gatesville,KGOP
2573,cottle,texas,tx,paducah,KCDS
2574,crane,texas,tx,crane,KODO
2575,crockett,texas,tx,ozona,KOZA
2576,crosby,texas,tx,crosbyton,
2577,culberson,texas,tx,van-horn,
2578,dallam,texas,tx,dalhart,KDHT
2579,dallas,texas,tx,dallas,KDAL
2580,dawson,texas,tx,lamesa,
2581,deaf smith,texas,tx,hereford,KAMA
2582,delta,texas,tx,cooper,
2583,denton,texas,tx,denton,KDTO
2584,dewitt,texas,tx,cuero,
2585,dickens,texas,tx,dickens,
2586,dimmit,texas,tx,carrizo-springs,
2587,donley,texas,tx,clarendon,
2588,duval,texas,tx,san-diego,
2589,eastland,texas,tx,eastland,
2590,ector,texas,tx,odessa,KODO
2591,edwards,texas,tx,rocksprings,
2592,ellis,texas,tx,waxahachie,
2593,el paso,texas,tx,el-paso,
2594,erath,texas,tx,,
2595,falls,texas,tx,marlin,
2596,fannin,texas,tx,bonham,
2597,fayette,texas,tx,la-grange,
2598,fisher,texas,tx,roby,
2599,floyd,texas,tx,floydada,KPVW
2600,foard,texas,tx,crowell,
2601,fort bend,texas,tx,richmond,KTME
2602,franklin,texas,tx,mount-vernon,
2603,freestone,texas,tx,fairfield,KCRS
2604,frio,texas,tx,pearsall,
2605,gaines,texas,tx,seminole,
2606,galveston,texas,tx,,
2607,garza,texas,tx,post,
2608,gillespie,texas,tx,fredericksburg,
2609,glasscock,texas,tx,garden-city,KODO
2610,goliad,texas,tx,goliad,
2611,gonzales,texas,tx,gonzales,
2612,gray,texas,tx,pampa,KPPA
2613,grayson,texas,tx,sherman,
2614,gregg,texas,tx,longview,
2615,grimes,texas,tx,anderson,
2616,guadalupe,texas,tx,seguin,
2617,hale,texas,tx,plainview,KLBB
2618,hall,texas,tx,memphis,KPPA
2619,hamilton,texas,tx,hamilton,
2620,hansford,texas,tx,spearman,
2621,hardeman,texas,tx,quanah,
2622,hardin,texas,tx,kountze,
2623,harris,texas,tx,houston,
2624,harrison,texas,tx,marshall,KASL
2625,hartley,texas,tx,channing,KDUX
2626,haskell,texas,tx,haskell,
2627,hays,texas,tx,san-marcos,KBAZ
2628,hemphill,texas,tx,canadian,KPPA
2629,henderson,texas,tx,athens,
2630,hidalgo,texas,tx,edinburg,
2631,hill,texas,tx,hillsboro,
2632,hockley,texas,tx,levelland,
2633,hood,texas,tx,granbury,KCPT
2634,hopkins,texas,tx,sulphur-springs,
2635,houston,texas,tx,crockett,
2636,howard,texas,tx,big-spring,
2637,hudspeth,texas,tx,sierra-blanca,
2638,hunt,texas,tx,greenville,
2639,hutchinson,texas,tx,stinnett,
2640,irion,texas,tx,mertzon,
2641,jack,texas,tx,jacksboro,
2642,jackson,texas,tx,edna,
2643,jasper,texas,tx,jasper,
2644,jeff davis,texas,tx,fort-davis,
2645,jefferson,texas,tx,beaumont,
2646,jim hogg,texas,tx,hebbronville,KALI
2647,jim wells,texas,tx,alice,
2648,johnson,texas,tx,cleburne,
2649,jones,texas,tx,anson,
